treatment,zip5,unique_key,age,channel_cd,state,canc_month,resp,conv,region,division,cancel_reason_bucket,annual_premium_select,driver_cnt_select,vehicle_cnt_select,polk_flag,pif_own_rent_cd,internet_sale_ind,pif_risk_lvl
HO,30062,2311,,DM,GA,13,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1449,1,1,1,O,N,B
HO,33015,2312,,DM,FL,16,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),1875,4,2,1,O,Y,B
HO,1906,2313,,DM,MA,20,0,0,Northeast,New_England,Other Company (Y),1412,1,1,0,T,N,D
HO,12210,2314,,DM_EM,NY,18,0,0,Northeast,Middle_Atlantic,Others,530,2,1,1,O,N,B
HO,33150,2315,,DM,FL,5,0,0,South,South_Atlantic,Other Company (Y),1147,4,1,1,T,N,B
HO,21061,2316,,DM,MD,18,0,0,South,South_Atlantic,Non-Payment,2681,3,2,1,T,Y,C
HO,14150,2317,,DM_EM,NY,23,0,0,Northeast,Middle_Atlantic,Other Company (Y),378,1,1,1,O,Y,B
HO,29340,2318,,DM_EM,SC,7,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1147,4,2,1,O,N,C
HO,32256,2319,,DM_EM,FL,18,0,0,South,South_Atlantic,Non-Payment,867,1,1,1,O,N,B
HO,24333,2320,,DM_EM,VA,14,0,0,South,South_Atlantic,Other Company (Y),421,1,1,1,T,N,B
HO,6708,2321,,DM,CT,19,0,0,Northeast,New_England,Other Company (Y),868,1,1,1,T,N,B
HO,63863,2322,,DM,MO,10,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),454,2,1,1,T,N,B
HO,85374,2323,,DM,AZ,19,0,0,West,Mountain,Other Company (Y),1176,2,2,1,O,Y,C
HO,10710,2324,,DM,NY,5,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),797,2,1,1,,Y,B
HO,97229,2325,,DM,OR,18,0,0,West,Pacific,Sold car/Inoperable/Not running (Y),642,5,1,1,T,N,B
HO,94606,2326,,DM,CA,24,0,0,West,Pacific,Other Company (Y),2707,2,2,1,T,Y,D
HO,76049,2327,,DM,TX,17,0,0,South,West_South_Central,Non-Payment,,,,1,,Y,D
HO,2891,2328,,DM,RI,5,0,0,Northeast,New_England,Other Company (Y),456,1,1,0,T,Y,B
HO,37641,2329,,DM,TN,7,0,0,South,East_South_Central,Non-Payment,742,1,1,1,T,N,D
HO,33441,2330,,DM,FL,4,0,0,South,South_Atlantic,Non-Payment,5024,3,1,0,R,N,C
HO,92555,2331,,DM_EM,CA,23,0,0,West,Pacific,Non-Payment,899,3,1,1,,N,B
HO,33579,2332,,DM,FL,6,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1265,3,2,1,T,Y,B
HO,32714,2333,,DM_EM,FL,7,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1442,4,2,1,T,N,B
HO,72933,2334,,DM,AR,15,0,0,South,West_South_Central,Non-Payment,1925,2,3,1,T,Y,B
HO,30004,2335,,DM,GA,7,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1930,3,3,1,,N,B
HO,11510,2336,,DM,NY,14,0,0,Northeast,Middle_Atlantic,Other Company (Y),1259,1,1,1,O,Y,B
HO,19026,2337,,DM,PA,7,0,0,Northeast,Middle_Atlantic,Other Company (Y),1132,2,1,1,T,Y,C
HO,7726,2338,,DM,NJ,11,0,0,Northeast,Middle_Atlantic,Other Company (Y),3202,4,3,1,O,N,B
HO,78745,2339,,DM,TX,4,0,0,South,West_South_Central,Sold car/Inoperable/Not running (Y),632,1,1,1,R,N,B
HO,75071,2340,,DM,TX,6,0,0,South,West_South_Central,Other Company (Y),548,3,1,1,O,Y,B
HO,27529,2341,,DM,NC,4,0,0,South,South_Atlantic,No reason given (Y),488,4,1,0,T,Y,B
HO,18821,2342,,DM,PA,8,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),946,4,2,1,R,Y,B
HO,32608,2343,,DM,FL,14,0,0,South,South_Atlantic,Other Company (Y),1004,6,2,1,O,N,B
HO,29715,2344,,DM,SC,11,0,0,South,South_Atlantic,Rate dissatisfaction (Y),410,2,1,0,O,Y,B
HO,78758,2345,,DM,TX,7,0,0,South,West_South_Central,Other Company (Y),1183,1,1,1,O,Y,C
HO,11967,2346,,DM,NY,22,0,0,Northeast,Middle_Atlantic,No reason given (Y),761,3,1,1,T,N,B
HO,20882,2347,,DM,MD,19,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1221,2,2,0,T,N,B
HO,12828,2348,,DM,NY,22,0,0,Northeast,Middle_Atlantic,Non-Payment,573,4,2,1,O,Y,B
HO,3801,2349,,DM,NH,7,0,0,Northeast,New_England,Sold car/Inoperable/Not running (Y),514,2,1,1,O,N,B
HO,30058,2350,,DM,GA,22,0,0,South,South_Atlantic,No reason given (Y),868,5,1,1,O,N,B
HO,8054,2351,,DM,NJ,6,0,0,Northeast,Middle_Atlantic,Others,739,1,1,1,T,Y,B
HO,39157,2352,,DM,MS,4,0,0,South,East_South_Central,Non-Payment,1157,2,2,0,O,N,C
HO,78404,2353,,DM,TX,4,0,0,South,West_South_Central,Rate dissatisfaction (Y),861,3,1,1,O,N,B
HO,77433,2354,,DM,TX,9,0,0,South,West_South_Central,Rate dissatisfaction (Y),1861,2,2,1,O,Y,B
HO,76227,2355,,DM_EM,TX,23,0,0,South,West_South_Central,Rate dissatisfaction (Y),1150,2,1,1,O,Y,C
HO,4841,2356,,DM,ME,22,0,0,Northeast,New_England,Non-Payment,1337,2,2,1,T,Y,C
HO,80501,2357,,DM_EM,CO,12,0,0,West,Mountain,Non-Payment,,,,1,,Y,D
HO,32563,2358,,DM,FL,15,0,0,South,South_Atlantic,Other Company (Y),350,4,1,1,O,Y,C
HO,33458,2359,,DM,FL,8,0,0,South,South_Atlantic,Other Company (Y),397,2,1,1,O,Y,B
HO,80917,2360,,DM_EM,CO,12,0,0,West,Mountain,Non-Payment,930,1,4,1,O,Y,B
HO,32940,2361,,DM,FL,12,0,0,South,South_Atlantic,Other Company (Y),949,2,2,1,O,Y,B
HO,33770,2362,,DM,FL,10,0,0,South,South_Atlantic,Other Company (Y),927,4,2,1,O,Y,B
HO,60540,2363,,DM,IL,8,0,0,Midwest,East_North_Central,Other Company (Y),431,2,2,1,O,N,B
HO,33304,2364,,DM,FL,20,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),342,1,1,1,T,Y,B
HO,12446,2365,,DM,NY,11,0,0,Northeast,Middle_Atlantic,Other Company (Y),1802,2,1,1,O,Y,B
HO,32909,2366,,DM,FL,11,0,0,South,South_Atlantic,Rate dissatisfaction (Y),722,2,2,1,O,Y,B
HO,22310,2367,,DM,VA,22,0,0,South,South_Atlantic,Non-Payment,801,2,3,1,O,Y,B
HO,21045,2368,,DM_EM,MD,7,0,0,South,South_Atlantic,Other Company (Y),954,4,1,1,,N,B
HO,72315,2369,,DM_EM,AR,12,0,0,South,West_South_Central,Others,871,3,1,1,T,Y,B
HO,23139,2370,,DM,VA,9,0,0,South,South_Atlantic,Other Company (Y),1031,2,3,1,T,Y,B
HO,33327,2371,,DM,FL,8,0,0,South,South_Atlantic,Other Company (Y),852,3,1,1,,N,B
HO,77808,2372,,DM_EM,TX,12,0,0,South,West_South_Central,Non-Payment,2304,5,3,1,T,Y,B
HO,1370,2373,,DM,MA,19,0,0,Northeast,New_England,Non-Payment,728,2,2,1,T,Y,B
HO,11373,2374,,DM,NY,13,0,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),677,3,1,1,O,N,B
HO,33414,2375,,DM,FL,20,0,0,South,South_Atlantic,Other Company (Y),694,1,1,1,T,Y,C
HO,95661,2376,,DM,CA,19,0,0,West,Pacific,Other Company (Y),253,2,1,1,T,N,B
HO,12309,2377,47,DM_EM,NY,7,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),851,2,2,1,O,Y,B
HO,64850,2378,,DM,MO,9,0,0,Midwest,West_North_Central,Sold car/Inoperable/Not running (Y),211,2,1,1,O,Y,B
HO,60089,2379,,DM,IL,24,0,0,Midwest,East_North_Central,Non-Payment,693,3,1,1,O,Y,B
HO,85901,2380,,DM,AZ,11,0,0,West,Mountain,Rate dissatisfaction (Y),1920,2,3,1,O,Y,C
HO,11797,2381,,DM,NY,20,0,0,Northeast,Middle_Atlantic,Other Company (Y),3284,5,4,1,O,Y,B
HO,32112,2382,,DM,FL,13,0,0,South,South_Atlantic,Other Company (Y),789,3,2,1,O,N,B
HO,77018,2383,,DM,TX,6,0,0,South,West_South_Central,Other Company (Y),843,2,1,1,O,N,B
HO,7078,2384,,DM,NJ,16,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1041,2,3,1,O,Y,B
HO,78748,2385,,DM,TX,13,0,0,South,West_South_Central,Non-Payment,445,1,1,1,T,N,B
HO,22191,2386,,DM,VA,5,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),559,2,1,1,T,Y,B
HO,8854,2387,,DM,NJ,24,0,0,Northeast,Middle_Atlantic,Other Company (Y),1096,2,2,1,O,Y,C
HO,30224,2388,,DM,GA,10,0,0,South,South_Atlantic,Sold car/Inoperable/Not running (Y),184,2,1,1,T,N,B
HO,65201,2389,,DM_EM,MO,18,0,0,Midwest,West_North_Central,Other Company (Y),166,1,1,0,T,Y,C
HO,43755,2390,,DM,OH,8,0,0,Midwest,East_North_Central,Other Company (Y),1113,2,2,1,O,N,C
HO,40207,2391,,DM,KY,12,0,0,South,East_South_Central,Others,547,1,1,1,T,Y,B
HO,30096,2392,,DM,GA,22,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1469,2,2,1,O,Y,B
HO,87102,2393,,DM,NM,23,0,0,West,Mountain,Non-Payment,973,2,1,0,,Y,C
HO,37091,2394,,DM,TN,5,0,0,South,East_South_Central,Rate dissatisfaction (Y),2259,4,4,1,O,Y,B
HO,95030,2395,,DM_EM,CA,20,0,0,West,Pacific,Rate dissatisfaction (Y),3807,3,3,0,O,Y,B
HO,1570,2396,,DM,MA,18,0,0,Northeast,New_England,Non-Payment,331,2,1,1,O,Y,C
HO,3062,2397,,DM,NH,19,0,0,Northeast,New_England,Non-Payment,3505,2,2,1,T,Y,C
HO,19720,2398,,DM,DE,7,0,0,South,South_Atlantic,Other Company (Y),668,2,1,1,O,N,B
HO,84015,2399,,DM,UT,23,0,0,West,Mountain,Rate dissatisfaction (Y),535,2,2,1,O,Y,B
HO,33317,2400,,DM,FL,8,0,0,South,South_Atlantic,No reason given (Y),780,2,1,1,O,Y,B
HO,33037,2401,,DM,FL,8,0,0,South,South_Atlantic,Other Company (Y),1211,2,1,1,T,N,C
HO,55102,2402,,DM,MN,4,0,0,Midwest,West_North_Central,No reason given (Y),475,1,1,1,O,Y,B
HO,53212,2403,,DM,WI,11,0,0,Midwest,East_North_Central,Other Company (Y),797,1,1,1,O,Y,B
HO,75078,2404,,DM,TX,19,0,0,South,West_South_Central,Rate dissatisfaction (Y),1671,2,2,1,T,Y,C
HO,19125,2405,,DM,PA,18,0,0,Northeast,Middle_Atlantic,Others,776,2,1,1,O,Y,B
HO,11229,2406,,DM,NY,11,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),3697,3,2,1,,N,B
HO,85711,2407,,DM,AZ,24,0,0,West,Mountain,Other Company (Y),712,5,1,1,O,N,C
HO,33511,2408,,DM,FL,10,0,0,South,South_Atlantic,Other Company (Y),1622,3,3,1,T,Y,C
HO,25901,2409,,DM,WV,4,0,0,South,South_Atlantic,No reason given (Y),,,,1,T,N,B
HO,23517,2410,,DM,VA,4,0,0,South,South_Atlantic,Other Company (Y),1252,4,2,1,O,N,C
HO,28146,2411,,DM,NC,12,0,0,South,South_Atlantic,Other Company (Y),1102,2,1,1,T,N,B
HO,10583,2412,,DM,NY,6,0,0,Northeast,Middle_Atlantic,Non-Payment,894,4,1,1,O,N,B
HO,40601,2413,,DM,KY,15,0,0,South,East_South_Central,Rate dissatisfaction (Y),605,2,3,1,O,N,B
HO,32804,2414,,DM,FL,22,0,0,South,South_Atlantic,Other Company (Y),456,5,2,1,O,N,B
HO,27023,2415,,DM_EM,NC,12,0,0,South,South_Atlantic,Other Company (Y),849,2,2,1,O,N,B
HO,17325,2416,,DM,PA,20,0,0,Northeast,Middle_Atlantic,Other Company (Y),790,2,1,1,T,Y,B
HO,10029,2417,,DM,NY,12,0,0,Northeast,Middle_Atlantic,Other Company (Y),1029,1,1,1,T,Y,C
HO,7065,2418,,DM_EM,NJ,7,0,0,Northeast,Middle_Atlantic,No reason given (Y),1257,1,1,1,T,Y,D
HO,35616,2419,,DM_EM,AL,14,0,0,South,East_South_Central,Non-Payment,1729,4,1,1,T,Y,D
HO,78152,2420,,DM,TX,4,0,0,South,West_South_Central,Other Company (Y),718,2,2,1,O,N,B
HO,32955,2421,,DM,FL,23,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1135,2,1,1,T,Y,C
HO,34461,2422,71,DM,FL,23,0,0,South,South_Atlantic,No reason given (Y),1208,3,2,1,O,Y,B
HO,28443,2423,,DM,NC,13,0,0,South,South_Atlantic,Other Company (Y),504,2,1,1,O,Y,B
HO,23502,2424,,DM,VA,18,0,0,South,South_Atlantic,Others,746,3,1,1,,N,B
HO,75056,2425,,DM,TX,21,0,0,South,West_South_Central,Rate dissatisfaction (Y),1225,5,1,1,R,N,B
HO,98112,2426,,DM,WA,6,0,0,West,Pacific,Other Company (Y),740,2,2,0,O,Y,B
HO,6473,2427,,DM,CT,19,0,0,Northeast,New_England,Sold car/Inoperable/Not running (Y),996,1,1,1,T,N,B
HO,11771,2428,,DM,NY,4,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),574,1,1,1,O,N,B
HO,22203,2429,,DM,VA,19,0,0,South,South_Atlantic,Rate dissatisfaction (Y),463,1,1,1,O,N,B
HO,92320,2430,,DM_EM,CA,20,0,0,West,Pacific,Non-Payment,440,2,1,1,O,Y,B
HO,98922,2431,66,DM_EM,WA,7,0,0,West,Pacific,Rate dissatisfaction (Y),639,2,2,1,T,N,B
HO,84065,2432,,DM,UT,22,0,0,West,Mountain,Other Company (Y),2441,4,3,0,O,N,C
HO,74063,2433,,DM_EM,OK,7,0,0,South,West_South_Central,Rate dissatisfaction (Y),580,2,1,1,O,N,B
HO,12528,2434,,DM,NY,12,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),864,2,2,1,O,Y,B
HO,33618,2435,,DM,FL,22,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1143,2,1,1,O,Y,B
HO,10567,2436,,DM_EM,NY,20,0,0,Northeast,Middle_Atlantic,Other Company (Y),672,1,1,1,O,N,B
HO,12086,2437,,DM,NY,23,0,0,Northeast,Middle_Atlantic,Other Company (Y),2282,6,4,1,O,Y,B
HO,14580,2438,,DM,NY,19,0,0,Northeast,Middle_Atlantic,Non-Payment,1505,3,2,1,O,Y,B
HO,34209,2439,,DM_EM,FL,12,0,0,South,South_Atlantic,Other Company (Y),1654,4,2,1,O,N,B
HO,77079,2440,,DM,TX,8,0,0,South,West_South_Central,Other Company (Y),699,2,2,1,T,Y,B
HO,20164,2441,,DM,VA,4,0,0,South,South_Atlantic,Other Company (Y),996,5,2,1,O,Y,B
HO,77515,2442,,DM,TX,17,0,0,South,West_South_Central,Non-Payment,1015,5,2,0,T,Y,B
HO,32311,2443,,DM_EM,FL,24,0,0,South,South_Atlantic,Other Company (Y),1489,1,1,1,T,Y,C
HO,11414,2444,,DM_EM,NY,12,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1636,2,2,1,O,Y,B
HO,11747,2445,,DM,NY,15,0,0,Northeast,Middle_Atlantic,Other Company (Y),1832,4,2,1,R,N,B
HO,4101,2446,,DM,ME,5,0,0,Northeast,New_England,Rate dissatisfaction (Y),323,1,1,1,T,Y,B
HO,1119,2447,,DM,MA,6,0,0,Northeast,New_England,Other Company (Y),2259,2,3,1,O,N,B
HO,11968,2448,,DM,NY,12,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1512,2,2,1,O,Y,B
HO,14219,2449,,DM,NY,24,0,0,Northeast,Middle_Atlantic,Other Company (Y),456,1,1,0,T,Y,B
HO,77489,2450,,DM,TX,8,0,0,South,West_South_Central,Other Company (Y),1032,1,1,1,T,N,B
HO,76133,2451,,DM,TX,12,0,0,South,West_South_Central,Sold car/Inoperable/Not running (Y),575,4,2,1,O,N,B
HO,77302,2452,60,DM,TX,10,0,0,South,West_South_Central,Rate dissatisfaction (Y),1414,5,2,1,O,Y,C
HO,10547,2453,,DM,NY,16,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),543,2,1,1,T,N,B
HO,70466,2454,56,DM,LA,10,0,0,South,West_South_Central,No reason given (Y),3014,4,3,1,O,Y,B
HO,77079,2455,,DM,TX,23,0,0,South,West_South_Central,Other Company (Y),2852,5,4,1,O,N,C
HO,33068,2456,,DM,FL,14,0,0,South,South_Atlantic,Other Company (Y),2353,3,2,1,O,N,B
HO,30263,2457,,DM,GA,18,0,0,South,South_Atlantic,Other Company (Y),373,1,1,1,R,N,B
HO,66214,2458,,DM,KS,5,0,0,Midwest,West_North_Central,Sold car/Inoperable/Not running (Y),233,1,1,1,T,N,B
HO,85710,2459,,DM_EM,AZ,7,0,0,West,Mountain,Rate dissatisfaction (Y),1063,2,2,1,T,Y,C
HO,20003,2460,,DM,DC,14,0,0,South,South_Atlantic,Rate dissatisfaction (Y),739,2,1,1,R,N,B
HO,68138,2461,,DM,NE,22,0,0,Midwest,West_North_Central,Rate dissatisfaction (Y),667,3,3,1,O,Y,B
HO,12803,2462,,DM,NY,5,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),654,1,1,1,T,Y,B
HO,92024,2463,,DM_EM,CA,11,0,0,West,Pacific,Rate dissatisfaction (Y),693,2,2,1,R,Y,B
HO,22407,2464,,DM,VA,5,0,0,South,South_Atlantic,Rate dissatisfaction (Y),682,2,1,1,O,Y,B
HO,77536,2465,36,DM,TX,8,0,0,South,West_South_Central,Rate dissatisfaction (Y),1846,3,3,0,O,Y,B
HO,81226,2466,,DM,CO,18,0,0,West,Mountain,Other Company (Y),513,4,1,1,R,Y,B
HO,1569,2467,,DM,MA,20,0,0,Northeast,New_England,Other Company (Y),690,2,1,1,O,Y,B
HO,95540,2468,,DM,CA,12,0,0,West,Pacific,Other Company (Y),670,4,2,1,T,N,B
HO,34744,2469,,DM,FL,6,0,0,South,South_Atlantic,Non-Payment,,,,1,T,Y,B
HO,1077,2470,,DM,MA,16,0,0,Northeast,New_England,Other Company (Y),688,3,1,1,T,Y,B
HO,72703,2471,,DM,AR,14,0,0,South,West_South_Central,Sold car/Inoperable/Not running (Y),205,2,1,1,O,Y,B
HO,33435,2472,,DM,FL,10,0,0,South,South_Atlantic,Other Company (Y),1535,1,1,1,T,Y,B
HO,71854,2473,,DM_EM,AR,7,0,0,South,West_South_Central,Rate dissatisfaction (Y),1133,1,1,1,O,N,B
HO,32909,2474,,DM_EM,FL,14,1,0,South,South_Atlantic,Non-Payment,1375,2,1,1,T,Y,C
HO,93311,2475,,DM,CA,6,1,0,West,Pacific,Non-Payment,670,1,1,1,T,N,B
HO,33068,2476,40,DM,FL,15,1,1,South,South_Atlantic,Other Company (Y),820,1,1,1,T,Y,C
HO,21205,2477,32,DM,MD,19,1,0,South,South_Atlantic,Others,1496,1,1,1,T,Y,D
HO,7055,2478,47,DM,NJ,18,1,0,Northeast,Middle_Atlantic,Non-Payment,1493,2,1,1,T,Y,D
HO,76664,2479,32,DM,TX,23,1,0,South,West_South_Central,Non-Payment,1524,1,2,1,T,Y,C
HO,85016,2480,30,DM,AZ,18,1,1,West,Mountain,Non-Payment,893,1,1,1,T,Y,B
HO,11575,2481,57,DM,NY,20,1,0,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),814,1,1,1,O,N,B
HO,1545,2482,,DM,MA,13,1,0,Northeast,New_England,Other Company (Y),4121,5,4,1,O,Y,B
HO,17331,2483,42,DM_EM,PA,12,1,0,Northeast,Middle_Atlantic,Non-Payment,571,1,1,1,T,Y,B
HO,28301,2484,30,DM,NC,13,1,0,South,South_Atlantic,Non-Payment,991,2,1,1,,,
HO,39194,2485,46,DM,MS,6,1,1,South,East_South_Central,No reason given (Y),898,1,1,1,O,Y,B
HO,28170,2486,27,DM_EM,NC,14,1,0,South,South_Atlantic,Non-Payment,632,2,2,1,,,
HO,60193,2487,79,DM,IL,11,1,1,Midwest,East_North_Central,No reason given (Y),668,2,2,1,O,N,C
HO,12543,2488,,DM,NY,6,1,1,Northeast,Middle_Atlantic,Sold car/Inoperable/Not running (Y),282,1,1,1,O,Y,B
HO,22026,2489,26,DM,VA,12,1,1,South,South_Atlantic,Other Company (Y),542,2,1,1,T,N,D
HO,33185,2490,60,DM,FL,4,1,0,South,South_Atlantic,Other Company (Y),,,,1,O,N,B
HO,43015,2491,39,DM,OH,21,1,0,Midwest,East_North_Central,Non-Payment,531,2,2,1,O,Y,B
HO,27834,2492,45,DM_EM,NC,20,1,1,South,South_Atlantic,Non-Payment,587,2,1,1,,,
HO,37217,2493,,DM,TN,8,1,0,South,East_South_Central,Non-Payment,1038,1,1,1,T,Y,D
HO,54028,2494,76,DM,WI,19,1,1,Midwest,East_North_Central,Non-Payment,200,1,1,0,T,Y,C
HO,33032,2495,,DM,FL,10,1,0,South,South_Atlantic,Other Company (Y),3223,3,3,1,O,N,B
HO,23220,2496,26,DM_EM,VA,7,1,1,South,South_Atlantic,Non-Payment,791,1,1,1,T,N,D
HO,78336,2497,,DM,TX,18,1,0,South,West_South_Central,Others,,,,1,T,Y,B
HO,97124,2498,41,DM,OR,13,1,0,West,Pacific,Other Company (Y),1102,2,2,1,,,
HO,1030,2499,25,DM,MA,5,1,0,Northeast,New_England,Rate dissatisfaction (Y),1540,1,1,1,T,N,C
HO,30165,2500,,DM,GA,16,1,0,South,South_Atlantic,Non-Payment,2668,4,1,1,O,Y,D
Promo,80648,2501,30,DM,CO,16,0,0,West,Mountain,Non-Payment,,,,1,T,Y,D
Promo,1129,2502,,DM,MA,10,0,0,Northeast,New_England,Other Company (Y),6481,3,1,1,T,Y,C
Promo,20165,2503,29,DM,VA,7,0,0,South,South_Atlantic,Rate dissatisfaction (Y),795,1,1,1,T,N,D
Promo,95112,2504,38,DM_EM,CA,18,0,0,West,Pacific,Non-Payment,430,1,1,1,T,Y,D
Promo,45320,2505,26,DM_EM,OH,24,0,0,Midwest,East_North_Central,Rate dissatisfaction (Y),533,1,1,0,T,Y,C
Promo,8850,2506,,DM,NJ,15,0,0,Northeast,Middle_Atlantic,Other Company (Y),1714,2,1,1,O,Y,C
Promo,46530,2507,,DM,IN,10,0,0,Midwest,East_North_Central,Others,415,3,1,1,T,N,B
Promo,98003,2508,,DM,WA,16,0,0,West,Pacific,Other Company (Y),1011,2,1,1,T,Y,D
Promo,78751,2509,,DM,TX,16,0,0,South,West_South_Central,Other Company (Y),1207,2,2,1,O,Y,C
Promo,31903,2510,62,DM,GA,13,0,0,South,South_Atlantic,No reason given (Y),1774,2,4,1,O,N,B
Promo,10980,2511,64,DM_EM,NY,23,0,0,Northeast,Middle_Atlantic,Other Company (Y),1803,1,1,1,T,Y,C
Promo,85718,2512,43,DM,AZ,15,0,0,West,Mountain,Other Company (Y),661,2,2,1,O,Y,B
Promo,70726,2513,,DM,LA,4,0,0,South,West_South_Central,No reason given (Y),1227,2,1,1,T,Y,B
Promo,33013,2514,,DM,FL,20,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1725,2,2,1,O,N,B
Promo,22551,2515,51,DM,VA,21,0,0,South,South_Atlantic,Rate dissatisfaction (Y),860,3,1,1,O,N,C
Promo,85202,2516,,DM,AZ,4,0,0,West,Mountain,Other Company (Y),520,2,2,1,T,Y,C
Promo,85233,2517,25,DM,AZ,15,0,0,West,Mountain,Non-Payment,626,2,1,1,T,Y,B
Promo,36856,2518,55,DM,AL,19,0,0,South,East_South_Central,Non-Payment,2368,2,3,1,O,Y,B
Promo,74112,2519,44,DM,OK,14,0,0,South,West_South_Central,Other Company (Y),2254,3,2,1,T,N,B
Promo,12144,2520,,DM,NY,14,0,0,Northeast,Middle_Atlantic,Other Company (Y),597,1,1,0,T,N,B
Promo,78626,2521,35,DM,TX,16,0,0,South,West_South_Central,Other Company (Y),575,2,2,1,O,Y,B
Promo,12586,2522,40,DM_EM,NY,12,0,0,Northeast,Middle_Atlantic,Others,738,1,1,1,T,N,B
Promo,98118,2523,,DM,WA,4,0,0,West,Pacific,Non-Payment,1014,2,1,1,T,Y,D
Promo,30238,2524,31,DM_EM,GA,14,0,0,South,South_Atlantic,Non-Payment,2776,2,2,1,T,Y,C
Promo,63147,2525,,DM_EM,MO,7,0,0,Midwest,West_North_Central,Non-Payment,4195,2,1,1,T,Y,D
Promo,11235,2526,,DM_EM,NY,7,0,0,Northeast,Middle_Atlantic,Rate dissatisfaction (Y),1891,1,1,1,T,N,B
Promo,98204,2527,24,DM_EM,WA,12,0,0,West,Pacific,Others,1337,1,1,1,,,
Promo,20111,2528,57,DM,VA,10,0,0,South,South_Atlantic,No reason given (Y),981,1,2,1,T,Y,C
Promo,33411,2529,50,DM,FL,4,0,0,South,South_Atlantic,Other Company (Y),5676,4,4,1,O,N,B
Promo,85022,2530,,DM,AZ,15,0,0,West,Mountain,Others,811,1,1,1,T,Y,C
Promo,34476,2531,50,DM_EM,FL,14,0,0,South,South_Atlantic,Non-Payment,3732,5,3,1,T,Y,C
Promo,28345,2532,46,DM,NC,15,0,0,South,South_Atlantic,Non-Payment,235,1,1,1,T,Y,B
Promo,92627,2533,38,DM,CA,10,0,0,West,Pacific,Other Company (Y),781,1,1,1,T,Y,B
Promo,78681,2534,45,DM,TX,20,0,0,South,West_South_Central,Other Company (Y),363,1,1,1,O,N,B
Promo,30656,2535,33,DM_EM,GA,11,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1896,3,2,1,T,Y,B
Promo,50317,2536,49,DM,IA,23,0,0,Midwest,West_North_Central,Non-Payment,539,1,1,1,T,Y,D
Promo,33612,2537,23,DM,FL,10,0,0,South,South_Atlantic,Other Company (Y),3977,1,1,1,T,Y,C
Promo,28340,2538,22,DM,NC,10,0,0,South,South_Atlantic,No reason given (Y),1132,2,2,1,,,
Promo,76116,2539,54,DM,TX,13,0,0,South,West_South_Central,Other Company (Y),2529,1,1,1,T,Y,C
Promo,32640,2540,26,DM,FL,18,0,0,South,South_Atlantic,Non-Payment,1460,1,1,1,O,N,C
Promo,73034,2541,65,DM,OK,8,0,0,South,West_South_Central,Non-Payment,1056,3,1,1,O,Y,C
Promo,32207,2542,,DM_EM,FL,7,0,0,South,South_Atlantic,Non-Payment,4760,2,2,1,T,N,D
Promo,30286,2543,57,DM,GA,6,0,0,South,South_Atlantic,Other Company (Y),1123,2,1,1,T,N,C
Promo,78745,2544,,DM_EM,TX,7,0,0,South,West_South_Central,Non-Payment,545,1,1,1,T,N,B
Promo,85085,2545,71,DM,AZ,6,0,0,West,Mountain,Other Company (Y),803,2,1,1,O,N,B
Promo,79912,2546,43,DM,TX,24,0,0,South,West_South_Central,Other Company (Y),866,3,2,1,T,Y,C
Promo,47274,2547,46,DM_EM,IN,7,0,0,Midwest,East_North_Central,Non-Payment,399,1,1,1,O,Y,D
Promo,89102,2548,,DM_EM,NV,23,0,0,West,Mountain,Sold car/Inoperable/Not running (Y),945,2,1,1,,N,B
Promo,23518,2549,,DM_EM,VA,24,0,0,South,South_Atlantic,Rate dissatisfaction (Y),1169,2,1,1,,N,C
Promo,37334,2550,64,DM,TN,8,0,0,South,East_South_Central,Non-Payment,630,3,1,1,T,Y,B
